mandate_id,payer_id,attempt_number,attempt_date,day_of_month,day_of_week,hour_of_day,is_salary_window,bank_name,payer_historical_success_rate,payer_tenure_months,subscription_amount,amount_tier,prior_failure_reason,outcome_success
mandate_00254,payer_00254,1,2026-05-12,12,1,14,False,Bank D (Tier2),0.327,16,299.0,low,,False
mandate_00254,payer_00254,2,2026-05-16,16,5,16,False,Bank G (Tier3),0.327,16,1499.0,medium,insufficient_funds,True
mandate_00255,payer_00255,1,2025-08-02,2,5,10,True,Bank D (Tier2),0.597,1,499.0,low,,True
mandate_00256,payer_00256,1,2025-02-12,12,2,14,False,Bank B (Tier1),0.686,26,499.0,low,,True
mandate_00257,payer_00257,1,2025-10-21,21,1,21,False,Bank A (Tier1),0.559,33,499.0,low,,True
mandate_00258,payer_00258,1,2025-12-30,30,1,14,True,Bank C (Tier1),0.759,29,999.0,medium,,True
mandate_00259,payer_00259,1,2026-04-15,15,2,12,False,Bank A (Tier1),0.519,31,4999.0,high,,True
mandate_00260,payer_00260,1,2025-04-20,20,6,10,False,Bank H (Tier3),0.689,20,1499.0,medium,,False
mandate_00260,payer_00260,2,2025-04-22,22,1,17,False,Bank H (Tier3),0.689,20,4999.0,high,insufficient_funds,False
mandate_00260,payer_00260,3,2025-04-27,27,6,14,False,Bank D (Tier2),0.689,20,1499.0,medium,insufficient_funds,True
mandate_00261,payer_00261,1,2026-05-17,17,6,14,False,Bank A (Tier1),0.852,32,4999.0,high,,False
mandate_00261,payer_00261,2,2026-05-21,21,3,22,False,Bank B (Tier1),0.852,32,2499.0,high,insufficient_funds,False
mandate_00261,payer_00261,3,2026-05-24,24,6,9,False,Bank A (Tier1),0.852,32,1499.0,medium,bank_server_error,True
mandate_00262,payer_00262,1,2025-01-16,16,3,9,False,Bank G (Tier3),0.755,16,2499.0,high,,False
mandate_00262,payer_00262,2,2025-01-17,17,4,12,False,Bank F (Tier2),0.755,16,299.0,low,bank_server_error,True
mandate_00263,payer_00263,1,2025-02-16,16,6,11,False,Bank F (Tier2),0.766,30,299.0,low,,False
mandate_00263,payer_00263,2,2025-02-17,17,0,11,False,Bank A (Tier1),0.766,30,2499.0,high,technical_decline,True
mandate_00264,payer_00264,1,2026-01-25,25,6,22,False,Bank B (Tier1),0.627,5,1499.0,medium,,False
mandate_00264,payer_00264,2,2026-01-28,28,2,19,True,Bank F (Tier2),0.627,5,499.0,low,insufficient_funds,True
mandate_00265,payer_00265,1,2026-03-17,17,1,16,False,Bank E (Tier2),0.761,21,4999.0,high,,False
mandate_00265,payer_00265,2,2026-03-21,21,5,18,False,Bank D (Tier2),0.761,21,999.0,medium,insufficient_funds,False
mandate_00265,payer_00265,3,2026-03-26,26,3,10,False,Bank G (Tier3),0.761,21,299.0,low,bank_server_error,True
mandate_00266,payer_00266,1,2025-07-05,5,5,7,False,Bank G (Tier3),0.717,13,1499.0,medium,,False
mandate_00266,payer_00266,2,2025-07-10,10,3,18,False,Bank H (Tier3),0.717,13,299.0,low,account_frozen,False
mandate_00266,payer_00266,3,2025-07-15,15,1,13,False,Bank D (Tier2),0.717,13,499.0,low,limit_exceeded,False
mandate_00266,payer_00266,4,2025-07-18,18,4,8,False,Bank D (Tier2),0.717,13,4999.0,high,insufficient_funds,False
mandate_00267,payer_00267,1,2025-10-05,5,6,21,False,Bank G (Tier3),0.859,5,499.0,low,,True
mandate_00268,payer_00268,1,2025-06-07,7,5,8,False,Bank E (Tier2),0.818,11,2499.0,high,,True
mandate_00269,payer_00269,1,2026-06-29,29,0,21,True,Bank H (Tier3),0.768,17,299.0,low,,True
mandate_00270,payer_00270,1,2025-11-27,27,3,19,False,Bank E (Tier2),0.21,35,999.0,medium,,False
mandate_00270,payer_00270,2,2025-12-02,2,1,19,True,Bank F (Tier2),0.21,35,999.0,medium,insufficient_funds,False
mandate_00270,payer_00270,3,2025-12-05,5,4,8,False,Bank A (Tier1),0.21,35,299.0,low,technical_decline,True
mandate_00271,payer_00271,1,2025-01-08,8,2,20,False,Bank D (Tier2),0.792,28,1499.0,medium,,False
mandate_00271,payer_00271,2,2025-01-12,12,6,21,False,Bank E (Tier2),0.792,28,999.0,medium,insufficient_funds,False
mandate_00271,payer_00271,3,2025-01-15,15,2,6,False,Bank E (Tier2),0.792,28,2499.0,high,bank_server_error,True
mandate_00272,payer_00272,1,2025-12-04,4,3,18,False,Bank A (Tier1),0.848,21,199.0,low,,False
mandate_00272,payer_00272,2,2025-12-08,8,0,20,False,Bank A (Tier1),0.848,21,4999.0,high,insufficient_funds,True
mandate_00273,payer_00273,1,2025-09-16,16,1,14,False,Bank A (Tier1),0.294,12,2499.0,high,,True
mandate_00274,payer_00274,1,2026-01-08,8,3,15,False,Bank B (Tier1),0.479,23,999.0,medium,,False
mandate_00274,payer_00274,2,2026-01-12,12,0,20,False,Bank D (Tier2),0.479,23,999.0,medium,account_frozen,True
mandate_00275,payer_00275,1,2025-11-17,17,0,10,False,Bank H (Tier3),0.884,24,199.0,low,,True
mandate_00276,payer_00276,1,2026-01-13,13,1,10,False,Bank F (Tier2),0.839,13,1499.0,medium,,False
mandate_00276,payer_00276,2,2026-01-18,18,6,12,False,Bank A (Tier1),0.839,13,2499.0,high,insufficient_funds,True
mandate_00277,payer_00277,1,2025-09-17,17,2,8,False,Bank C (Tier1),0.589,32,4999.0,high,,True
mandate_00278,payer_00278,1,2025-04-25,25,4,18,False,Bank F (Tier2),0.613,23,299.0,low,,True
mandate_00279,payer_00279,1,2025-04-17,17,3,9,False,Bank C (Tier1),0.248,16,499.0,low,,False
mandate_00279,payer_00279,2,2025-04-20,20,6,20,False,Bank B (Tier1),0.248,16,499.0,low,limit_exceeded,True
mandate_00280,payer_00280,1,2026-01-29,29,3,17,True,Bank D (Tier2),0.256,25,299.0,low,,False
mandate_00280,payer_00280,2,2026-02-01,1,6,20,True,Bank B (Tier1),0.256,25,2499.0,high,insufficient_funds,False
mandate_00280,payer_00280,3,2026-02-05,5,3,13,False,Bank B (Tier1),0.256,25,2499.0,high,insufficient_funds,False
mandate_00280,payer_00280,4,2026-02-07,7,5,14,False,Bank B (Tier1),0.256,25,4999.0,high,insufficient_funds,False
mandate_00281,payer_00281,1,2025-12-09,9,1,22,False,Bank G (Tier3),0.879,33,299.0,low,,True
mandate_00282,payer_00282,1,2025-10-19,19,6,9,False,Bank C (Tier1),0.758,16,1499.0,medium,,True
mandate_00283,payer_00283,1,2025-05-19,19,0,15,False,Bank B (Tier1),0.525,24,499.0,low,,True
mandate_00284,payer_00284,1,2025-03-17,17,0,20,False,Bank H (Tier3),0.717,34,2499.0,high,,False
mandate_00284,payer_00284,2,2025-03-22,22,5,11,False,Bank B (Tier1),0.717,34,2499.0,high,insufficient_funds,True
mandate_00285,payer_00285,1,2025-06-11,11,2,21,False,Bank G (Tier3),0.568,35,1499.0,medium,,False
mandate_00285,payer_00285,2,2025-06-14,14,5,18,False,Bank E (Tier2),0.568,35,999.0,medium,account_frozen,False
mandate_00285,payer_00285,3,2025-06-15,15,6,14,False,Bank F (Tier2),0.568,35,499.0,low,bank_server_error,True
mandate_00286,payer_00286,1,2025-06-18,18,2,18,False,Bank G (Tier3),0.78,36,199.0,low,,True
mandate_00287,payer_00287,1,2025-08-18,18,0,8,False,Bank B (Tier1),0.775,17,4999.0,high,,False
mandate_00287,payer_00287,2,2025-08-23,23,5,21,False,Bank H (Tier3),0.775,17,299.0,low,bank_server_error,True
mandate_00288,payer_00288,1,2025-06-02,2,0,15,True,Bank F (Tier2),0.905,23,499.0,low,,True
mandate_00289,payer_00289,1,2025-09-02,2,1,20,True,Bank E (Tier2),0.459,14,999.0,medium,,False
mandate_00289,payer_00289,2,2025-09-06,6,5,7,False,Bank G (Tier3),0.459,14,299.0,low,bank_server_error,False
mandate_00289,payer_00289,3,2025-09-11,11,3,18,False,Bank H (Tier3),0.459,14,2499.0,high,bank_server_error,False
mandate_00289,payer_00289,4,2025-09-12,12,4,20,False,Bank D (Tier2),0.459,14,299.0,low,bank_server_error,True
mandate_00290,payer_00290,1,2026-02-26,26,3,6,False,Bank D (Tier2),0.865,18,1499.0,medium,,True
mandate_00291,payer_00291,1,2025-03-13,13,3,11,False,Bank G (Tier3),0.87,15,199.0,low,,True
mandate_00292,payer_00292,1,2026-06-17,17,2,9,False,Bank A (Tier1),0.279,6,199.0,low,,True
mandate_00293,payer_00293,1,2025-06-13,13,4,7,False,Bank B (Tier1),0.394,1,2499.0,high,,False
mandate_00293,payer_00293,2,2025-06-16,16,0,6,False,Bank E (Tier2),0.394,1,2499.0,high,bank_server_error,True
mandate_00294,payer_00294,1,2026-01-31,31,5,11,True,Bank G (Tier3),0.448,20,1499.0,medium,,True
mandate_00295,payer_00295,1,2025-03-04,4,1,13,False,Bank F (Tier2),0.913,29,199.0,low,,True
mandate_00296,payer_00296,1,2026-04-18,18,5,22,False,Bank A (Tier1),0.708,33,499.0,low,,True
mandate_00297,payer_00297,1,2026-01-20,20,1,8,False,Bank B (Tier1),0.828,18,4999.0,high,,True
mandate_00298,payer_00298,1,2026-02-01,1,6,17,True,Bank A (Tier1),0.188,18,999.0,medium,,False
mandate_00298,payer_00298,2,2026-02-04,4,2,12,False,Bank A (Tier1),0.188,18,2499.0,high,insufficient_funds,True
mandate_00299,payer_00299,1,2026-01-20,20,1,8,False,Bank G (Tier3),0.556,2,199.0,low,,False
mandate_00299,payer_00299,2,2026-01-24,24,5,14,False,Bank E (Tier2),0.556,2,999.0,medium,insufficient_funds,True
mandate_00300,payer_00300,1,2025-06-15,15,6,9,False,Bank G (Tier3),0.828,12,2499.0,high,,True
mandate_00301,payer_00301,1,2025-11-19,19,2,17,False,Bank F (Tier2),0.878,5,199.0,low,,False
mandate_00301,payer_00301,2,2025-11-23,23,6,14,False,Bank G (Tier3),0.878,5,199.0,low,technical_decline,False
mandate_00301,payer_00301,3,2025-11-28,28,4,22,True,Bank D (Tier2),0.878,5,299.0,low,technical_decline,True
mandate_00302,payer_00302,1,2026-02-03,3,1,9,True,Bank D (Tier2),0.575,6,299.0,low,,True
mandate_00303,payer_00303,1,2025-07-04,4,4,12,False,Bank H (Tier3),0.919,4,4999.0,high,,True
mandate_00304,payer_00304,1,2025-12-22,22,0,7,False,Bank B (Tier1),0.56,25,2499.0,high,,False
mandate_00304,payer_00304,2,2025-12-23,23,1,19,False,Bank D (Tier2),0.56,25,1499.0,medium,bank_server_error,True
mandate_00305,payer_00305,1,2025-06-26,26,3,14,False,Bank D (Tier2),0.48,31,1499.0,medium,,False
mandate_00305,payer_00305,2,2025-07-01,1,1,16,True,Bank A (Tier1),0.48,31,4999.0,high,insufficient_funds,True
mandate_00306,payer_00306,1,2025-12-07,7,6,10,False,Bank B (Tier1),0.711,33,499.0,low,,True
mandate_00307,payer_00307,1,2026-01-20,20,1,20,False,Bank A (Tier1),0.77,28,1499.0,medium,,True
mandate_00308,payer_00308,1,2025-07-05,5,5,6,False,Bank B (Tier1),0.729,35,199.0,low,,True
mandate_00309,payer_00309,1,2025-11-08,8,5,9,False,Bank H (Tier3),0.708,22,4999.0,high,,False
mandate_00309,payer_00309,2,2025-11-10,10,0,8,False,Bank G (Tier3),0.708,22,999.0,medium,technical_decline,False
mandate_00309,payer_00309,3,2025-11-11,11,1,13,False,Bank E (Tier2),0.708,22,199.0,low,bank_server_error,False
mandate_00309,payer_00309,4,2025-11-12,12,2,15,False,Bank A (Tier1),0.708,22,999.0,medium,insufficient_funds,False
mandate_00310,payer_00310,1,2026-04-23,23,3,8,False,Bank B (Tier1),0.844,20,1499.0,medium,,True
mandate_00311,payer_00311,1,2025-01-20,20,0,6,False,Bank A (Tier1),0.864,29,1499.0,medium,,True
mandate_00312,payer_00312,1,2025-03-02,2,6,6,True,Bank H (Tier3),0.834,30,4999.0,high,,False
mandate_00312,payer_00312,2,2025-03-04,4,1,10,False,Bank C (Tier1),0.834,30,499.0,low,bank_server_error,True
mandate_00313,payer_00313,1,2025-09-05,5,4,18,False,Bank B (Tier1),0.808,3,499.0,low,,True
mandate_00314,payer_00314,1,2025-08-18,18,0,10,False,Bank D (Tier2),0.968,24,499.0,low,,False
mandate_00314,payer_00314,2,2025-08-21,21,3,12,False,Bank C (Tier1),0.968,24,4999.0,high,insufficient_funds,True
mandate_00315,payer_00315,1,2025-10-01,1,2,7,True,Bank B (Tier1),0.686,27,499.0,low,,True
mandate_00316,payer_00316,1,2025-07-09,9,2,15,False,Bank H (Tier3),0.301,6,999.0,medium,,True
mandate_00317,payer_00317,1,2025-02-01,1,5,13,True,Bank A (Tier1),0.691,22,999.0,medium,,True
mandate_00318,payer_00318,1,2025-09-01,1,0,11,True,Bank A (Tier1),0.67,29,2499.0,high,,True
mandate_00319,payer_00319,1,2026-02-27,27,4,12,False,Bank C (Tier1),0.792,19,499.0,low,,True
mandate_00320,payer_00320,1,2026-05-16,16,5,17,False,Bank F (Tier2),0.301,21,2499.0,high,,False
mandate_00320,payer_00320,2,2026-05-19,19,1,13,False,Bank B (Tier1),0.301,21,299.0,low,insufficient_funds,True
mandate_00321,payer_00321,1,2026-03-02,2,0,16,True,Bank D (Tier2),0.304,22,1499.0,medium,,True
mandate_00322,payer_00322,1,2025-05-16,16,4,9,False,Bank C (Tier1),0.535,6,999.0,medium,,False
mandate_00322,payer_00322,2,2025-05-19,19,0,7,False,Bank H (Tier3),0.535,6,499.0,low,bank_server_error,True
mandate_00323,payer_00323,1,2025-09-20,20,5,8,False,Bank D (Tier2),0.675,23,4999.0,high,,False
mandate_00323,payer_00323,2,2025-09-23,23,1,18,False,Bank B (Tier1),0.675,23,999.0,medium,insufficient_funds,True
mandate_00324,payer_00324,1,2025-01-10,10,4,19,False,Bank A (Tier1),0.621,13,999.0,medium,,True
mandate_00325,payer_00325,1,2025-02-10,10,0,11,False,Bank F (Tier2),0.9,24,999.0,medium,,False
mandate_00325,payer_00325,2,2025-02-12,12,2,8,False,Bank G (Tier3),0.9,24,4999.0,high,bank_server_error,False
mandate_00325,payer_00325,3,2025-02-14,14,4,10,False,Bank A (Tier1),0.9,24,2499.0,high,insufficient_funds,True
mandate_00326,payer_00326,1,2026-06-30,30,1,17,True,Bank D (Tier2),0.804,31,299.0,low,,True
mandate_00327,payer_00327,1,2026-04-06,6,0,13,False,Bank A (Tier1),0.442,32,499.0,low,,False
mandate_00327,payer_00327,2,2026-04-10,10,4,12,False,Bank D (Tier2),0.442,32,1499.0,medium,bank_server_error,False
mandate_00327,payer_00327,3,2026-04-13,13,0,13,False,Bank H (Tier3),0.442,32,1499.0,medium,bank_server_error,True
mandate_00328,payer_00328,1,2026-06-30,30,1,12,True,Bank E (Tier2),0.929,28,999.0,medium,,True
mandate_00329,payer_00329,1,2026-01-26,26,0,12,False,Bank D (Tier2),0.537,25,499.0,low,,True
mandate_00330,payer_00330,1,2026-03-04,4,2,7,False,Bank E (Tier2),0.322,6,4999.0,high,,False
mandate_00330,payer_00330,2,2026-03-06,6,4,7,False,Bank G (Tier3),0.322,6,4999.0,high,insufficient_funds,True
mandate_00331,payer_00331,1,2025-01-09,9,3,16,False,Bank D (Tier2),0.742,16,4999.0,high,,True
mandate_00332,payer_00332,1,2025-05-31,31,5,17,True,Bank A (Tier1),0.487,16,199.0,low,,True
mandate_00333,payer_00333,1,2025-07-22,22,1,11,False,Bank G (Tier3),0.26,15,2499.0,high,,False
mandate_00333,payer_00333,2,2025-07-23,23,2,6,False,Bank E (Tier2),0.26,15,1499.0,medium,technical_decline,False
mandate_00333,payer_00333,3,2025-07-25,25,4,20,False,Bank G (Tier3),0.26,15,299.0,low,insufficient_funds,False
mandate_00333,payer_00333,4,2025-07-29,29,1,16,True,Bank D (Tier2),0.26,15,4999.0,high,account_frozen,True
mandate_00334,payer_00334,1,2025-05-13,13,1,10,False,Bank D (Tier2),0.436,17,1499.0,medium,,False
mandate_00334,payer_00334,2,2025-05-16,16,4,8,False,Bank C (Tier1),0.436,17,1499.0,medium,insufficient_funds,True
mandate_00335,payer_00335,1,2026-01-18,18,6,20,False,Bank G (Tier3),0.944,6,4999.0,high,,True
mandate_00336,payer_00336,1,2025-03-01,1,5,10,True,Bank B (Tier1),0.184,36,4999.0,high,,True
mandate_00337,payer_00337,1,2025-04-20,20,6,22,False,Bank B (Tier1),0.364,33,999.0,medium,,False
mandate_00337,payer_00337,2,2025-04-23,23,2,9,False,Bank C (Tier1),0.364,33,4999.0,high,bank_server_error,False
mandate_00337,payer_00337,3,2025-04-25,25,4,10,False,Bank A (Tier1),0.364,33,4999.0,high,bank_server_error,True
mandate_00338,payer_00338,1,2026-01-08,8,3,21,False,Bank C (Tier1),0.288,24,4999.0,high,,False
mandate_00338,payer_00338,2,2026-01-09,9,4,7,False,Bank H (Tier3),0.288,24,1499.0,medium,technical_decline,False
mandate_00338,payer_00338,3,2026-01-12,12,0,11,False,Bank D (Tier2),0.288,24,299.0,low,limit_exceeded,False
mandate_00338,payer_00338,4,2026-01-14,14,2,20,False,Bank G (Tier3),0.288,24,499.0,low,bank_server_error,False
mandate_00339,payer_00339,1,2025-12-19,19,4,20,False,Bank C (Tier1),0.283,14,299.0,low,,True
mandate_00340,payer_00340,1,2026-01-31,31,5,16,True,Bank A (Tier1),0.437,35,299.0,low,,True
mandate_00341,payer_00341,1,2025-01-27,27,0,19,False,Bank G (Tier3),0.225,21,1499.0,medium,,True
mandate_00342,payer_00342,1,2025-12-24,24,2,22,False,Bank B (Tier1),0.693,19,4999.0,high,,True
mandate_00343,payer_00343,1,2025-10-12,12,6,17,False,Bank C (Tier1),0.516,4,299.0,low,,True
mandate_00344,payer_00344,1,2026-01-26,26,0,10,False,Bank B (Tier1),0.475,36,299.0,low,,True
mandate_00345,payer_00345,1,2025-11-14,14,4,15,False,Bank E (Tier2),0.313,14,199.0,low,,True
mandate_00346,payer_00346,1,2025-12-09,9,1,13,False,Bank E (Tier2),0.885,13,499.0,low,,True
mandate_00347,payer_00347,1,2025-06-14,14,5,19,False,Bank H (Tier3),0.647,22,4999.0,high,,True
mandate_00348,payer_00348,1,2025-05-03,3,5,16,True,Bank C (Tier1),0.391,19,1499.0,medium,,False
mandate_00348,payer_00348,2,2025-05-06,6,1,10,False,Bank G (Tier3),0.391,19,199.0,low,insufficient_funds,False
mandate_00348,payer_00348,3,2025-05-10,10,5,14,False,Bank B (Tier1),0.391,19,4999.0,high,insufficient_funds,False
mandate_00348,payer_00348,4,2025-05-13,13,1,16,False,Bank G (Tier3),0.391,19,1499.0,medium,limit_exceeded,False
mandate_00349,payer_00349,1,2026-01-11,11,6,19,False,Bank F (Tier2),0.828,17,1499.0,medium,,True
mandate_00350,payer_00350,1,2025-08-08,8,4,9,False,Bank F (Tier2),0.842,12,2499.0,high,,False
mandate_00350,payer_00350,2,2025-08-11,11,0,16,False,Bank D (Tier2),0.842,12,1499.0,medium,bank_server_error,False
mandate_00350,payer_00350,3,2025-08-16,16,5,16,False,Bank E (Tier2),0.842,12,499.0,low,bank_server_error,True
mandate_00351,payer_00351,1,2025-10-09,9,3,20,False,Bank A (Tier1),0.867,6,199.0,low,,True
mandate_00352,payer_00352,1,2026-04-10,10,4,21,False,Bank B (Tier1),0.794,8,499.0,low,,False
mandate_00352,payer_00352,2,2026-04-11,11,5,8,False,Bank B (Tier1),0.794,8,299.0,low,technical_decline,True
mandate_00353,payer_00353,1,2025-06-22,22,6,20,False,Bank B (Tier1),0.231,4,2499.0,high,,False
mandate_00353,payer_00353,2,2025-06-27,27,4,19,False,Bank E (Tier2),0.231,4,499.0,low,bank_server_error,True
mandate_00354,payer_00354,1,2025-03-07,7,4,16,False,Bank E (Tier2),0.759,36,4999.0,high,,True
mandate_00355,payer_00355,1,2026-05-11,11,0,9,False,Bank A (Tier1),0.545,7,499.0,low,,True
mandate_00356,payer_00356,1,2026-05-19,19,1,14,False,Bank B (Tier1),0.872,1,299.0,low,,True
mandate_00357,payer_00357,1,2026-05-30,30,5,16,True,Bank H (Tier3),0.361,18,999.0,medium,,True
mandate_00358,payer_00358,1,2025-05-02,2,4,8,True,Bank F (Tier2),0.778,9,2499.0,high,,True
mandate_00359,payer_00359,1,2026-04-14,14,1,14,False,Bank D (Tier2),0.547,10,4999.0,high,,False
mandate_00359,payer_00359,2,2026-04-18,18,5,18,False,Bank D (Tier2),0.547,10,199.0,low,technical_decline,False
mandate_00359,payer_00359,3,2026-04-19,19,6,21,False,Bank F (Tier2),0.547,10,999.0,medium,bank_server_error,False
mandate_00359,payer_00359,4,2026-04-23,23,3,6,False,Bank C (Tier1),0.547,10,1499.0,medium,bank_server_error,False
mandate_00360,payer_00360,1,2025-03-31,31,0,14,True,Bank C (Tier1),0.189,4,1499.0,medium,,True
mandate_00361,payer_00361,1,2026-02-14,14,5,7,False,Bank H (Tier3),0.191,36,2499.0,high,,False
mandate_00361,payer_00361,2,2026-02-15,15,6,14,False,Bank A (Tier1),0.191,36,499.0,low,insufficient_funds,False
mandate_00361,payer_00361,3,2026-02-17,17,1,15,False,Bank E (Tier2),0.191,36,999.0,medium,technical_decline,False
mandate_00361,payer_00361,4,2026-02-18,18,2,11,False,Bank H (Tier3),0.191,36,299.0,low,bank_server_error,True
mandate_00362,payer_00362,1,2025-07-16,16,2,14,False,Bank D (Tier2),0.757,34,4999.0,high,,True
mandate_00363,payer_00363,1,2025-01-31,31,4,15,True,Bank E (Tier2),0.63,11,199.0,low,,False
mandate_00363,payer_00363,2,2025-02-02,2,6,19,True,Bank H (Tier3),0.63,11,2499.0,high,account_frozen,True
mandate_00364,payer_00364,1,2025-09-21,21,6,14,False,Bank A (Tier1),0.509,15,4999.0,high,,True
mandate_00365,payer_00365,1,2025-08-18,18,0,11,False,Bank E (Tier2),0.769,20,499.0,low,,False
mandate_00365,payer_00365,2,2025-08-21,21,3,13,False,Bank A (Tier1),0.769,20,4999.0,high,insufficient_funds,False
mandate_00365,payer_00365,3,2025-08-23,23,5,20,False,Bank A (Tier1),0.769,20,2499.0,high,technical_decline,False
mandate_00365,payer_00365,4,2025-08-25,25,0,8,False,Bank A (Tier1),0.769,20,2499.0,high,insufficient_funds,True
mandate_00366,payer_00366,1,2025-01-10,10,4,13,False,Bank D (Tier2),0.214,14,999.0,medium,,True
mandate_00367,payer_00367,1,2025-12-26,26,4,20,False,Bank A (Tier1),0.646,22,199.0,low,,True
mandate_00368,payer_00368,1,2025-06-21,21,5,9,False,Bank E (Tier2),0.535,4,1499.0,medium,,False
mandate_00368,payer_00368,2,2025-06-25,25,2,13,False,Bank H (Tier3),0.535,4,1499.0,medium,bank_server_error,False
mandate_00368,payer_00368,3,2025-06-30,30,0,20,True,Bank B (Tier1),0.535,4,299.0,low,insufficient_funds,True
mandate_00369,payer_00369,1,2025-04-03,3,3,21,True,Bank A (Tier1),0.738,28,499.0,low,,True
mandate_00370,payer_00370,1,2026-04-20,20,0,18,False,Bank H (Tier3),0.672,9,299.0,low,,True
mandate_00371,payer_00371,1,2026-05-13,13,2,10,False,Bank A (Tier1),0.692,33,499.0,low,,True
mandate_00372,payer_00372,1,2026-04-23,23,3,13,False,Bank A (Tier1),0.856,24,199.0,low,,True
mandate_00373,payer_00373,1,2025-09-20,20,5,10,False,Bank B (Tier1),0.899,15,199.0,low,,False
mandate_00373,payer_00373,2,2025-09-22,22,0,16,False,Bank F (Tier2),0.899,15,499.0,low,insufficient_funds,True
mandate_00374,payer_00374,1,2025-12-09,9,1,8,False,Bank E (Tier2),0.204,21,299.0,low,,False
mandate_00374,payer_00374,2,2025-12-14,14,6,6,False,Bank F (Tier2),0.204,21,999.0,medium,technical_decline,True
mandate_00375,payer_00375,1,2025-10-06,6,0,7,False,Bank D (Tier2),0.686,32,1499.0,medium,,False
mandate_00375,payer_00375,2,2025-10-09,9,3,11,False,Bank E (Tier2),0.686,32,4999.0,high,account_frozen,True
mandate_00376,payer_00376,1,2025-08-19,19,1,8,False,Bank E (Tier2),0.713,11,499.0,low,,True
mandate_00377,payer_00377,1,2026-02-04,4,2,8,False,Bank G (Tier3),0.243,6,499.0,low,,False
mandate_00377,payer_00377,2,2026-02-09,9,0,20,False,Bank G (Tier3),0.243,6,2499.0,high,bank_server_error,False
mandate_00377,payer_00377,3,2026-02-14,14,5,15,False,Bank B (Tier1),0.243,6,2499.0,high,technical_decline,False
mandate_00377,payer_00377,4,2026-02-18,18,2,9,False,Bank C (Tier1),0.243,6,4999.0,high,bank_server_error,False
mandate_00378,payer_00378,1,2025-06-17,17,1,11,False,Bank E (Tier2),0.533,11,2499.0,high,,False
mandate_00378,payer_00378,2,2025-06-22,22,6,10,False,Bank E (Tier2),0.533,11,2499.0,high,insufficient_funds,True
mandate_00379,payer_00379,1,2026-06-26,26,4,16,False,Bank E (Tier2),0.527,18,199.0,low,,True
mandate_00380,payer_00380,1,2025-07-16,16,2,15,False,Bank H (Tier3),0.845,13,1499.0,medium,,True
mandate_00381,payer_00381,1,2025-06-10,10,1,11,False,Bank B (Tier1),0.715,5,4999.0,high,,True
mandate_00382,payer_00382,1,2025-10-23,23,3,6,False,Bank H (Tier3),0.685,14,199.0,low,,True
mandate_00383,payer_00383,1,2025-08-11,11,0,6,False,Bank G (Tier3),0.894,20,499.0,low,,True
mandate_00384,payer_00384,1,2025-05-19,19,0,8,False,Bank D (Tier2),0.889,6,4999.0,high,,False
mandate_00384,payer_00384,2,2025-05-21,21,2,12,False,Bank B (Tier1),0.889,6,499.0,low,account_frozen,True
mandate_00385,payer_00385,1,2025-05-28,28,2,20,True,Bank B (Tier1),0.67,34,2499.0,high,,False
mandate_00385,payer_00385,2,2025-05-30,30,4,7,True,Bank C (Tier1),0.67,34,499.0,low,account_frozen,False
mandate_00385,payer_00385,3,2025-06-03,3,1,13,True,Bank H (Tier3),0.67,34,299.0,low,technical_decline,False
mandate_00385,payer_00385,4,2025-06-07,7,5,16,False,Bank H (Tier3),0.67,34,1499.0,medium,technical_decline,False
mandate_00386,payer_00386,1,2025-12-18,18,3,8,False,Bank A (Tier1),0.584,20,2499.0,high,,False
mandate_00386,payer_00386,2,2025-12-20,20,5,6,False,Bank G (Tier3),0.584,20,499.0,low,technical_decline,True
mandate_00387,payer_00387,1,2026-03-29,29,6,16,True,Bank A (Tier1),0.338,20,1499.0,medium,,False
mandate_00387,payer_00387,2,2026-04-02,2,3,15,True,Bank B (Tier1),0.338,20,2499.0,high,limit_exceeded,False
mandate_00387,payer_00387,3,2026-04-07,7,1,10,False,Bank B (Tier1),0.338,20,299.0,low,insufficient_funds,True
mandate_00388,payer_00388,1,2025-08-08,8,4,9,False,Bank H (Tier3),0.595,14,999.0,medium,,False
mandate_00388,payer_00388,2,2025-08-11,11,0,12,False,Bank D (Tier2),0.595,14,1499.0,medium,account_frozen,True
mandate_00389,payer_00389,1,2025-02-22,22,5,10,False,Bank F (Tier2),0.184,17,199.0,low,,True
mandate_00390,payer_00390,1,2025-04-20,20,6,12,False,Bank F (Tier2),0.752,34,999.0,medium,,True
mandate_00391,payer_00391,1,2026-05-06,6,2,17,False,Bank G (Tier3),0.55,13,299.0,low,,False
mandate_00391,payer_00391,2,2026-05-08,8,4,22,False,Bank A (Tier1),0.55,13,199.0,low,insufficient_funds,True
mandate_00392,payer_00392,1,2026-06-30,30,1,6,True,Bank G (Tier3),0.563,30,999.0,medium,,True
mandate_00393,payer_00393,1,2025-01-04,4,5,21,False,Bank G (Tier3),0.539,8,1499.0,medium,,True
mandate_00394,payer_00394,1,2026-03-19,19,3,12,False,Bank D (Tier2),0.774,20,1499.0,medium,,False
mandate_00394,payer_00394,2,2026-03-23,23,0,8,False,Bank H (Tier3),0.774,20,2499.0,high,technical_decline,False
mandate_00394,payer_00394,3,2026-03-24,24,1,14,False,Bank H (Tier3),0.774,20,2499.0,high,bank_server_error,True
